date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:07	235/235	---M-Z	200	added ('OK')	text/plain	date:Tue,%2017%20Mar%202020%2008:44:57%20GMT	https://www.fibaro.com/robots.txt		(from )
22:41:08	49794/49794	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Aug%202020%2015:41:12%20GMT	https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/index.html	(from )
22:41:08	2256/2256	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Aug%202020%2015:41:12%20GMT	https://www.fibaro.com/favicons/mstile-144x144.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/mstile-144x144.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:09	2453/2453	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/mstile-70x70.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/mstile-70x70.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:09	3320/3320	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/mstile-150x150.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/mstile-150x150.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:09	1646/1646	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/favicon-16x16.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/favicon-16x16.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:09	297/297	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jul%202019%2011:38:47%20GMT	https://www.fibaro.com/favicons/favicon-32x32.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/favicon-32x32.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:10	2511/2511	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/favicon-96x96.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/favicon-96x96.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:10	2973/2973	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/favicon-128x128.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/favicon-128x128.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:10	3367/3367	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:38%20GMT	https://www.fibaro.com/favicons/favicon-196x196.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/favicon-196x196.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:10	2057/2057	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:37%20GMT	https://www.fibaro.com/favicons/apple-touch-icon-57x57.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/apple-touch-icon-57x57.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
22:41:10	2101/2101	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jan%202019%2008:11:37%20GMT	https://www.fibaro.com/favicons/apple-touch-icon-60x60.png	D:/Thuc%20tap%20sinh/git_web_fibarovn_storage/Format%20web%20Fibaro/Lien%20he/CONG%20TAT%20WALLI%20TSKT/web/apple-touch-icon-60x60.png	(from https://www.fibaro.com/de/products/smart-switches-and-outlets-product-range/)
